ID,ShowName,Name,ItemObjType,Class,SubClass,Character,Expend,Quility,Level,Value,BindType,Count,MaxNum,ExistTime,NeedJob,NeedLevel,NeedSex,SetID,MainType,Property.Str,Property.Int,Property.Dex,Property.Sta,Property.Fai,Property.MaxHP,Property.MaxSP,Property.HPTick,Property.SPTick,Property.AtkDmgMin,Property.AtkDmgMax,Property.Def,Property.IceAtt,Property.FireAtt,Property.PoisonAtt,Property.ThunderAtt,Property.IceDef,Property.FireDef,Property.PoisonDef,Property.ThunderDef,Property.Pierce,Property.Hit,Property.Dodge,Property.Cri,Property.Flex,Property.CriDmg,Property.CriDmgDef,Property.BodySize,Property.AttSize,Property.AttSpeedModPer,Property.MoveSpeedModPer,Property.PiercePer,Property.HitPer,Property.DodgePer,Property.CriPer,Property.FlexPer,Property.AttSpeed,Property.MoveSpeed,Property.MaxEP,Property.MaxAP,Property.ExpPer,Property.MoneyPer,Up1,Up2,Up3,EffectID1,EffectID2,EffectID3,RandomMin,RandomMax,HoleMin,HoleMax,HolePos,UpMin,UpMax,CanUse,UseNum,CoolDownTime,SetTime,UseCondition,Effect,IntExtra1,IntExtra2,IntExtra3,IntExtra4,StringExtra1,StringExtra2,StringExtra3,StringExtra4,IconPath,Filename,FilenameW,FilePart,Description,SoundMat,IconID,EventUse,EventAddBag,UpBaseExp,UpBaseMoney,SuitID,DropID,GatherCostCount,GatherItemID,GatherCount,GenItemID,GenItemCount
72803,真地城军团之手套,游侠1绿手套80级,0,1,2,3,0,2,80,80,0,0,1,0,128,80,0,0,5,0,0,0,0,0,6906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,139396,184,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_01652,Model/Mdl_mainChar_0/$light_050lv_01_o01_hero/light_050lv_01_o01_hero.fbx,0,hands,,0,2,0,,7200,7200,0,0,0,0,0,0,0
72903,黑暗女王之手套,游侠1绿手套90级,0,1,2,3,0,2,90,90,0,0,1,0,128,90,0,0,5,0,0,0,0,0,8703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,139396,184,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_01796,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,0,hands,,0,2,0,,8100,8100,0,0,0,0,0,0,0
73003,真黑暗女王之手套,游侠1绿手套100级,0,1,2,3,0,2,100,100,0,0,1,0,128,100,0,0,5,0,0,0,0,0,10712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,139396,184,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_01796,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,0,hands,,0,2,0,,9000,9000,0,0,0,0,0,0,0
73103,冰封锁链之手套,游侠1绿手套110级,0,1,2,3,0,2,110,110,0,0,1,0,128,110,0,0,5,0,0,0,0,0,12932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,139396,184,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_01796,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,0,hands,,0,2,0,,9900,9900,0,0,0,0,0,0,0
73203,真冰封锁链之手套,游侠1绿手套120级,0,1,2,3,0,2,120,120,0,0,1,0,128,120,0,0,5,0,0,0,0,0,15364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,139396,184,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_01796,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,0,hands,,0,2,0,,10800,10800,0,0,0,0,0,0,0
74003,森林守护之手套,游侠1蓝手套1级,0,1,2,3,0,3,1,1,0,0,1,0,128,1,0,0,5,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,249593,330,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_00330,Model/Mdl_mainChar_0/$light_010lv_01_o01_hero/light_010lv_01_o01_hero.fbx,0,hands,,0,0,0,,1800,1800,0,0,0,0,0,0,0
74103,幸运水晶之手套,游侠1蓝手套10级,0,1,2,3,0,3,10,10,0,0,1,0,128,10,0,0,5,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,249593,330,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_00330,Model/Mdl_mainChar_0/$light_010lv_01_o01_hero/light_010lv_01_o01_hero.fbx,0,hands,,0,0,0,,1800,1800,0,0,0,0,0,0,0
74203,真幸运水晶之手套,游侠1蓝手套20级,0,1,2,3,0,3,20,20,0,0,1,0,128,20,0,0,5,0,0,0,0,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,249593,330,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_00474,Model/Mdl_mainChar_0/$light_020lv_01_o01_hero/light_020lv_01_o01_hero.fbx,0,hands,,0,0,0,,1800,1800,0,0,0,0,0,0,0
74303,高贵者之手套,游侠1蓝手套30级,0,1,2,3,0,3,30,30,0,0,1,0,128,30,0,0,5,0,0,0,0,0,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,249593,330,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_00618,Model/Mdl_mainChar_0/$light_030lv_01_o01_hero/light_030lv_01_o01_hero.fbx,0,hands,,0,1,0,,2700,2700,0,0,0,0,0,0,0
74403,真高贵者之手套,游侠1蓝手套40级,0,1,2,3,0,3,40,40,0,0,1,0,128,40,0,0,5,0,0,0,0,0,2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,249593,330,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_00618,Model/Mdl_mainChar_0/$light_030lv_01_o01_hero/light_030lv_01_o01_hero.fbx,0,hands,,0,1,0,,3600,3600,0,0,0,0,0,0,0
74503,征服者之手套,游侠1蓝手套50级,0,1,2,3,0,3,50,50,0,0,1,0,128,50,0,0,5,0,0,0,0,0,4235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,249593,330,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_01515,Model/Mdl_mainChar_0/$light_040lv_01_o01_hero/light_040lv_01_o01_hero.fbx,0,hands,,0,1,0,,4500,4500,0,0,0,0,0,0,0
74603,真征服者之手套,游侠1蓝手套60级,0,1,2,3,0,3,60,60,0,0,1,0,128,60,0,0,5,0,0,0,0,0,6005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,249593,330,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_01515,Model/Mdl_mainChar_0/$light_040lv_01_o01_hero/light_040lv_01_o01_hero.fbx,0,hands,,0,1,0,,5400,5400,0,0,0,0,0,0,0
74703,地城军团之手套,游侠1蓝手套70级,0,1,2,3,0,3,70,70,0,0,1,0,128,70,0,0,5,0,0,0,0,0,8097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20034,212154,281,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_01653,Model/Mdl_mainChar_0/$light_050lv_01_o01_hero/light_050lv_01_o01_hero.fbx,0,hands,,0,2,0,,6300,6300,0,0,0,0,0,0,0
74803,真地城军团之手套,游侠1蓝手套80级,0,1,2,3,0,3,80,80,0,0,1,0,128,80,0,0,5,0,0,0,0,0,10510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20034,212154,281,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_01653,Model/Mdl_mainChar_0/$light_050lv_01_o01_hero/light_050lv_01_o01_hero.fbx,0,hands,,0,2,0,,7200,7200,0,0,0,0,0,0,0
74903,黑暗女王之手套,游侠1蓝手套90级,0,1,2,3,0,3,90,90,0,0,1,0,128,90,0,0,5,0,0,0,0,0,13246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20034,212154,281,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_01797,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,0,hands,,0,2,0,,8100,8100,0,0,0,0,0,0,0
75003,真黑暗女王之手套,游侠1蓝手套100级,0,1,2,3,0,3,100,100,0,0,1,0,128,100,0,0,5,0,0,0,0,0,16303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20034,212154,281,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_01797,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,0,hands,,0,2,0,,9000,9000,0,0,0,0,0,0,0
75103,冰封锁链之手套,游侠1蓝手套110级,0,1,2,3,0,3,110,110,0,0,1,0,128,110,0,0,5,0,0,0,0,0,19683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20034,212154,281,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_01797,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,0,hands,,0,2,0,,9900,9900,0,0,0,0,0,0,0
75203,真冰封锁链之手套,游侠1蓝手套120级,0,1,2,3,0,3,120,120,0,0,1,0,128,120,0,0,5,0,0,0,0,0,23384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20034,212154,281,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_01797,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,0,hands,,0,2,0,,10800,10800,0,0,0,0,0,0,0
76003,森林守护之手套,游侠1紫手套1级,0,1,2,3,0,4,1,1,0,0,1,0,128,1,0,0,5,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,359991,477,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_07805,Model/Mdl_mainChar_0/$light_010lv_01_o01_hero/light_010lv_01_o01_hero.fbx,0,hands,,0,0,0,,1800,1800,0,0,0,0,0,0,0
76103,幸运水晶之手套,游侠1紫手套10级,0,1,2,3,0,4,10,10,0,0,1,0,128,10,0,0,5,0,0,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,359991,477,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_07805,Model/Mdl_mainChar_0/$light_010lv_01_o01_hero/light_010lv_01_o01_hero.fbx,0,hands,,0,0,0,,1800,1800,0,0,0,0,0,0,0
76203,真幸运水晶之手套,游侠1紫手套20级,0,1,2,3,0,4,20,20,0,0,1,0,128,20,0,0,5,0,0,0,0,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,359991,477,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_07805,Model/Mdl_mainChar_0/$light_020lv_01_o01_hero/light_020lv_01_o01_hero.fbx,0,hands,,0,0,0,,1800,1800,0,0,0,0,0,0,0
76303,高贵者之手套,游侠1紫手套30级,0,1,2,3,0,4,30,30,0,0,1,0,128,30,0,0,5,0,0,0,0,0,2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,359991,477,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_07141,Model/Mdl_mainChar_0/$light_030lv_01_o01_hero/light_030lv_01_o01_hero.fbx,0,hands,,0,1,0,,2700,2700,0,0,0,0,0,0,0
76403,真高贵者之手套,游侠1紫手套40级,0,1,2,3,0,4,40,40,0,0,1,0,128,40,0,0,5,0,0,0,0,0,4019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,359991,477,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_07141,Model/Mdl_mainChar_0/$light_030lv_01_o01_hero/light_030lv_01_o01_hero.fbx,0,hands,,0,1,0,,3600,3600,0,0,0,0,0,0,0
76503,征服者之手套,游侠1紫手套50级,0,1,2,3,0,4,50,50,0,0,1,0,128,50,0,0,5,0,0,0,0,0,6108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,359991,477,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_07174,Model/Mdl_mainChar_0/$light_040lv_01_o01_hero/light_040lv_01_o01_hero.fbx,0,hands,,0,1,0,,4500,4500,0,0,0,0,0,0,0
76603,真征服者之手套,游侠1紫手套60级,0,1,2,3,0,4,60,60,0,0,1,0,128,60,0,0,5,0,0,0,0,0,8661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,359991,477,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_07174,Model/Mdl_mainChar_0/$light_040lv_01_o01_hero/light_040lv_01_o01_hero.fbx,0,hands,,0,1,0,,5400,5400,0,0,0,0,0,0,0
76703,地城军团之手套,游侠1紫手套70级,0,1,2,3,0,4,70,70,0,0,1,0,128,70,0,0,5,0,0,0,0,0,11678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,305992,405,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_07197,Model/Mdl_mainChar_0/$light_050lv_01_o01_hero/light_050lv_01_o01_hero.fbx,0,hands,,0,2,0,,6300,6300,0,0,0,0,0,0,0
76803,真地城军团之手套,游侠1紫手套80级,0,1,2,3,0,4,80,80,0,0,1,0,128,80,0,0,5,0,0,0,0,0,15160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,305992,405,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_07197,Model/Mdl_mainChar_0/$light_050lv_01_o01_hero/light_050lv_01_o01_hero.fbx,0,hands,,0,2,0,,7200,7200,0,0,0,0,0,0,0
76903,黑暗女王之手套,游侠1紫手套90级,0,1,2,3,0,4,90,90,0,0,1,0,128,90,0,0,5,0,0,0,0,0,19105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,305992,405,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_07221,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,0,hands,,0,2,0,,8100,8100,0,0,0,0,0,0,0
77003,真黑暗女王之手套,游侠1紫手套100级,0,1,2,3,0,4,100,100,0,0,1,0,128,100,0,0,5,0,0,0,0,0,23515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,305992,405,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_07221,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,0,hands,,0,2,0,,9000,9000,0,0,0,0,0,0,0
77103,冰封锁链之手套,游侠1紫手套110级,0,1,2,3,0,4,110,110,0,0,1,0,128,110,0,0,5,0,0,0,0,0,28389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,305992,405,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_07221,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,0,hands,,0,2,0,,9900,9900,0,0,0,0,0,0,0
77203,真冰封锁链之手套,游侠1紫手套120级,0,1,2,3,0,4,120,120,0,0,1,0,128,120,0,0,5,0,0,0,0,0,33727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20033,305992,405,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MaxHP,0,item_07221,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,0,hands,,0,2,0,,10800,10800,0,0,0,0,0,0,0
70004,森林守护之法裤,游侠1白下装1级,0,1,3,4,0,1,1,1,0,0,1,0,128,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10334,2703,149,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Def,0,item_00280,Model/Mdl_mainChar_0/$light_010lv_01_o01_hero/light_010lv_01_o01_hero.fbx,0,lower,,0,0,0,,2400,2400,0,0,0,0,0,0,0
70104,幸运水晶之法裤,游侠1白下装10级,0,1,3,4,0,1,10,10,0,0,1,0,128,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10334,2703,149,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Def,0,item_00280,Model/Mdl_mainChar_0/$light_010lv_01_o01_hero/light_010lv_01_o01_hero.fbx,0,lower,,0,0,0,,2400,2400,0,0,0,0,0,0,0
70204,真幸运水晶之法裤,游侠1白下装20级,0,1,3,4,0,1,20,20,0,0,1,0,128,20,0,0,11,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10334,2703,149,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Def,0,item_00424,Model/Mdl_mainChar_0/$light_020lv_01_o01_hero/light_020lv_01_o01_hero.fbx,0,lower,,0,0,0,,2400,2400,0,0,0,0,0,0,0
70304,高贵者之法裤,游侠1白下装30级,0,1,3,4,0,1,30,30,0,0,1,0,128,30,0,0,11,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10334,2703,149,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Def,0,item_00571,Model/Mdl_mainChar_0/$light_030lv_01_o01_hero/light_030lv_01_o01_hero.fbx,0,lower,,0,1,0,,3600,3600,0,0,0,0,0,0,0
70404,真高贵者之法裤,游侠1白下装40级,0,1,3,4,0,1,40,40,0,0,1,0,128,40,0,0,11,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10334,2703,149,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Def,0,item_00571,Model/Mdl_mainChar_0/$light_030lv_01_o01_hero/light_030lv_01_o01_hero.fbx,0,lower,,0,1,0,,4800,4800,0,0,0,0,0,0,0
70504,征服者之法裤,游侠1白下装50级,0,1,3,4,0,1,50,50,0,0,1,0,128,50,0,0,11,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10334,2703,149,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Def,0,item_01501,Model/Mdl_mainChar_0/$light_040lv_01_o01_hero/light_040lv_01_o01_hero.fbx,0,lower,,0,1,0,,6000,6000,0,0,0,0,0,0,0
70604,真征服者之法裤,游侠1白下装60级,0,1,3,4,0,1,60,60,0,0,1,0,128,60,0,0,11,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10334,2703,149,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Def,0,item_01501,Model/Mdl_mainChar_0/$light_040lv_01_o01_hero/light_040lv_01_o01_hero.fbx,0,lower,,0,1,0,,7200,7200,0,0,0,0,0,0,0
70704,地城军团之法裤,游侠1白下装70级,0,1,3,4,0,1,70,70,0,0,1,0,128,70,0,0,11,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10329,2079,114,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Def,0,item_01645,Model/Mdl_mainChar_0/$light_050lv_01_o01_hero/light_050lv_01_o01_hero.fbx,0,lower,,0,2,0,,8400,8400,0,0,0,0,0,0,0
70804,真地城军团之法裤,游侠1白下装80级,0,1,3,4,0,1,80,80,0,0,1,0,128,80,0,0,11,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10329,2079,114,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Def,0,item_01645,Model/Mdl_mainChar_0/$light_050lv_01_o01_hero/light_050lv_01_o01_hero.fbx,0,lower,,0,2,0,,9600,9600,0,0,0,0,0,0,0
70904,黑暗女王之法裤,游侠1白下装90级,0,1,3,4,0,1,90,90,0,0,1,0,128,90,0,0,11,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10329,2079,114,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Def,0,item_01789,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,0,lower,,0,2,0,,10800,10800,0,0,0,0,0,0,0
71004,真黑暗女王之法裤,游侠1白下装100级,0,1,3,4,0,1,100,100,0,0,1,0,128,100,0,0,11,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10329,2079,114,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Def,0,item_01789,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,0,lower,,0,2,0,,12000,12000,0,0,0,0,0,0,0
71104,冰封锁链之法裤,游侠1白下装110级,0,1,3,4,0,1,110,110,0,0,1,0,128,110,0,0,11,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10329,2079,114,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Def,0,item_01789,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,0,lower,,0,2,0,,13200,13200,0,0,0,0,0,0,0
71204,真冰封锁链之法裤,游侠1白下装120级,0,1,3,4,0,1,120,120,0,0,1,0,128,120,0,0,11,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10329,2079,114,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Def,0,item_01789,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,0,lower,,0,2,0,,14400,14400,0,0,0,0,0,0,0
72004,森林守护之法裤,游侠1绿下装1级,0,1,3,4,0,2,1,1,0,0,1,0,128,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10331,5341,294,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Def,0,item_00304,Model/Mdl_mainChar_0/$light_010lv_01_o01_hero/light_010lv_01_o01_hero.fbx,0,lower,,0,0,0,,2400,2400,0,0,0,0,0,0,0
72104,幸运水晶之法裤,游侠1绿下装10级,0,1,3,4,0,2,10,10,0,0,1,0,128,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10331,5341,294,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Def,0,item_00304,Model/Mdl_mainChar_0/$light_010lv_01_o01_hero/light_010lv_01_o01_hero.fbx,0,lower,,0,0,0,,2400,2400,0,0,0,0,0,0,0
